Title,WorkoutType,WorkoutDescription,PlannedDuration,PlannedDistanceInMeters,WorkoutDay,CoachComments,DistanceInMeters,PowerAverage,PowerMax,Energy,AthleteComments,TimeTotalInHours,VelocityAverage,VelocityMax,CadenceAverage,CadenceMax,HeartRateAverage,HeartRateMax,TorqueAverage,TorqueMax,IF,TSS,HRZone1Minutes,HRZone2Minutes,HRZone3Minutes,HRZone4Minutes,HRZone5Minutes,HRZone6Minutes,HRZone7Minutes,HRZone8Minutes,HRZone9Minutes,HRZone10Minutes,PWRZone1Minutes,PWRZone2Minutes,PWRZone3Minutes,PWRZone4Minutes,PWRZone5Minutes,PWRZone6Minutes,PWRZone7Minutes,PWRZone8Minutes,PWRZone9Minutes,PWRZone10Minutes,Rpe,Feeling
Cycling,Bike,,,,2019-06-16,,24367.13086,156,542,652.177,,1.167435527,5.797999859,,75,,,,,,0.651406437,60,,,,,,,,,,,35,19,9,5,1,1,,,,,,
Cycling,Bike,pick-up Bennett at school,,,2019-06-18,,23386.21094,185,659,672.24,,1.006966472,6.451000214,,78,,,,,,0.747863741,56.23,,,,,,,,,,,25,11,12,6,3,4,,,,,,
Cycling,Bike,pick-up Bennett at school,,,2019-06-20,,25403.38086,193,611,728.342,,1.04669106,6.742000103,,82,,,,,,0.749176169,58.75,,,,,,,,,,,22,15,14,7,3,2,,,,,,
Cycling,Bike,,,,2019-06-21,,33895.23047,,,,,1.745229244,5.394999981,,,,128,168,,,0.630008365,100,22,64,17,2,0,,,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-06-23,,43481.39844,174,769,978.443,,1.562476635,7.730000019,,81,,,,,,0.742085867,85.68,,,,,,,,,,,44,18,12,8,5,7,,,,,,
Lap Swimming,Swim,,,,2019-06-24,,1829.001343,,,,,0.473794726,1.071826594,,21,,,,,,0.938156025,39.12,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-06-25,,24317.57031,196,738,710.108,,1.00552392,6.717999935,,82,,,,,,0.799643014,64.27,,,,,,,,,,,21,16,10,6,3,4,,,,,,
Cycling,Bike,,,,2019-06-26,,25997.34961,206,611,774.464,,1.043900609,6.918000221,,84,,,,,,0.78739738,64.54,,,,,,,,,,,18,16,15,6,3,4,,,,,,
Lap Swimming,Swim,,,,2019-06-27,,1828.799072,,,,,0.422629722,1.201503636,,25,,,,,,1.051616098,49.15,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-06-27,,35540.05859,238,442,863.612,,1.008598328,9.788000107,,87,,,,,,0.871951803,75.81,,,,,,,,,,,8,10,23,13,5,2,,,,,,
Cape May Paddle,Other,,,,2019-06-28,,3446.330078,,,,,0.587558031,1.628999949,,42,,85,138,,,0.532855508,30,35,0,0,0,0,0,0,,,,,,,,,,,,,,,
Cape May Swim,Swim,,,,2019-06-29,,1619.540039,,,,,0.295949429,1.519999981,,3,,115,138,,,1.3299198,40,,,,,,,,,,,,,,,,,,,,,,
Aerobic with 2 x 5' burners,Bike,"If you're inside or outside, please keep in mind two things: this is volume ride and there are 4 speeds: easy, aerobic...aka IM RPE, and tempo...aka 70.3 RPE, L T....aka Olympic RPE. . If outside, please ride for 2.5-3 hours and give yourself an hour to warm-up. Then mix in 2 x (10' @ 70.3 + 5' @ Oly). Everything else is easy and aerobic. . If inside, please knock out this long session...bring lots of fluids and food: . 30' Warm-up . Repeat 4 times... 15' AeT (70% FTP / IM RPE) 10' Low Tempo (80% FTP / 70.3 RPE) 5' LT (95% FTP / Oly RPE) 5' Easy (55% FTP)",,,2019-06-30,,61431.92969,204,361,1470.286,,2.003297091,8.517999649,,0,,0,0,,,0.682538771,86.15,,,,,,,,,,,20,90,10,0,0,0,,,,,,
Lap Swimming,Swim,,,,2019-07-01,,1097.279541,,,,,0.273333335,1.114574392,,20,,,,,,0.975609343,25.38,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-07-02,,20331.28906,178,590,566.938,,0.885668039,6.376999855,,81,,,,,,0.676441882,40.28,,,,,,,,,,,19,17,11,5,1,0,,,,,,
Cycling,Bike,,,,2019-07-03,,42143.76172,239,558,1022.332,,1.18962419,9.840999603,,86,,,,,,0.86212675,87.23,,,,,,,,,,,9,10,27,19,5,1,,,,,,
Cycling,Bike,,,,2019-07-05,,50008.05078,201,543,1116.389,,1.548899412,8.968000412,,86,,,,,,0.741382413,84.84,,,,,,,,,,,21,31,25,12,3,1,,,,,,
,Swim,,,,2019-07-06,,1463.039998,,,,,0.366666667,1.108363635,,,,,,,,0.96969697,33.43,,,,,,,,,,,,,,,,,,,,,,
60': Leg Flusher with 5x1' Low LT bursts,Bike,Active recovery workout to help flush the legs. Keep the cadence high if you want (e.g. 95 rpm) but definitely at least 85 rpm. Warm-up is the hardest part of this workout so keep your excitement expectations low :) . 15' Warm-Up . Repeat 5 times... 6' AeT (70% FTP / IM RPE) 1' Low LT (90% FTP / Oly RPE) 2' Easy (55% FTP),,,2019-07-06,,29588.14063,199,271,721.647,,1.008888841,8.145999908,,0,,0,0,,,0.680869913,46.35,,,,,,,,,,,15,41,5,0,0,0,,,,,,
Zwift - Aerobic Endurance Work,Bike,"Lots of base work at Ironman (AeT/High AeT) and 70.3 (Tempo) intensity. The idea is to keep building the legs and the aerobic engine. We mix up the cadence and intensity to simulate a short climb. This helps to add strength and keep your mind on point! The second time through the long aerobic set, we increase the watts on the IM pace! . 20' WU . Repeat this set 2 times: 2 x (12' AeT + 5' tempo + 3' easy) 2 x (1' LT + 4' easy)",,,2019-07-08,,51530.16016,207,301,1135.306,,1.521944404,9.404999733,,0,,0,0,,,0.71207244,100,,,,,,,,,,,14,58,18,2,0,0,,,,,,
Lap Swimming,Swim,,,,2019-07-09,,1920.239014,,,,,0.44282389,1.204120724,,25,,,,,,1.05384203,51.83,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-07-10,,24257.32031,203,604,734.076,,1.006909728,6.691999912,,81,,,,,,0.75867375,57.66,,,,,,,,,,,17,17,14,8,3,2,,,,,,
60': Solid Aerobic Workout - 3 x (10' AeT + 2' Tempo),Bike,"Good, solid aerobic ride with a little tempo boast to get the blood flowing! . 18' progressive WU (55%->80% FTP) . Repeat 3 times, please! 10' AeT (70% FTP / IM RPE) 2' Tempo (80% FTP / tempo RPE) 2' Easy (55% FTP)",,,2019-07-11,,29133.65039,179,510,,,0.916666667,8.828378906,,68,,0,0,,,0.7,45,,,,,,,,,,,29,44,4,0,0,0,,,,,,
50': Long Warm-up + 2 x (5' IM + 5' Low 70.3),Bike,"Long warm-up that ramps up every 3 minutes. Then we're toggling between IM effort (High AeT) and sub 70.3 intensity (low tempo). Great base building workout. There is no ""recovery"" on this workout. Just constant aerobic riding! . 30' WU (increase intensity by 2-3% every 3' & start around 65%) . Repeat 2 times... 5' @ IM intensity (High AeT) 5' @ Low 70.3 intensity (low tempo)",,,2019-07-12,,27267.86914,228,364,628.831,,0.762777805,9.930000305,,91,,0,0,,,0.778147828,45.61,,,,,,,,,,,0,22,21,2,0,0,,,,,,
Lap Swimming,Swim,,,,2019-07-12,,2000,,,,,0.468163335,1.186464809,,25,,,,,,1.038206795,52.39,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-07-13,,26166.32031,,,,,1.258216143,5.77699995,,,,120,164,,,0.605846505,61,29,43,3,0,0,,,,,,,,,,,,,,,,,
130': 4x(5' climb + 10' @ 70.3 + 5' easy),Bike,"Today we are in the ""cresting"" business.. We start with a couple of kickers to wake the legs up. Then for the mainset, we will climb the hill and then we will immediately go into 70.3 time trial mode. Practice race day nutrition during this section. Watch the changes in cadence. . 20' gradual warm-up . Repeat 4 times: 3' LT (95% FTP / Oly Race RPE) @ 65-75 rpm 2' easy (55% FTP) @ 85-95 rpm . 10' High AeT (75% FTP / IM race RPE) . Repeat 4 times: 5' LT (100% FTP / Oly Race RPE) @ 65-75 rpm 10' Tempo (80% FTP / 70.3 RPE) @ 80-90 rpm 5' easy (55% FTP) @ 85-95 rpm",,,2019-07-14,,42308.87109,227,340,973.942,,1.188888907,9.885000229,,87,,0,0,,,0.797983381,75.07,,,,,,,,,,,9,27,21,15,1,0,,,,,,
"60': Aerobic bike - 3 x 15"" (AeT->Low Tempo)",Bike,Nothing fancy today. Nice aerobic bike workout to move the legs around and open up the lungs. Keep everything 85-95 rpm throughout the session. . 10' Progressive WU . Repeat 3 times: 5' AeT (70% FTP - IM Race RPE) 5' High AeT (75% FTP - IM Race RPE) 5' low tempo (80% FTP - 70.3 Race RPE) . 5' Cool Down (55% FTP),,,2019-07-14,,29161.53906,208,337,650.839,,0.868974447,9.321000099,,87,,0,0,,,0.703230193,41.86,,,,,,,,,,,3,39,10,0,0,0,,,,,,
,Day Off,MASSAGE!,,,2019-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,,1,,2019-07-16,,22318.67969,,,,,1.002472758,6.184000015,,,,135,172,,,0.682466922,51.73,7,30,20,4,0,,,,,,,,,,,,,,,,,
Lap Swimming,Swim,400 choice warm-up 6 x 50 with :15 rest (25 kick/25 drill) 4 x 75 with :30 rest (25 non-free/50 free) 6 x 50 pull with :15 rest (descend 1-3) 4 x 100 pull with :30 rest (all strong) 6 x 50 swim with :15 (25 easy/25 fast) 4 x 125 swim with :30 rest (descend 1-4) 6 x 5 0with :15 rest (25 heads-up swimming/25 catch-up) 100 swim (NO Walls!) 100 cool-down,0.5,,2019-07-17,,2103.119141,,,,,0.496549169,1.175981993,,23,,,,,,1.029325865,54.15,,,,,,,,,,,,,,,,,,,,,,
Zwift - Watopia,Bike,Lake Fairfax MTB,1.25,,2019-07-18,,43582.64063,236,621,1118.303,,1.311942816,9.227000237,,86,,0,0,,,0.869114561,94.66,,,,,,,,,,,8,32,21,9,6,3,,,,,,
Lap Swimming,Swim,Easy swim,0.416666667,,2019-07-19,,1508.759998,,,,,0.375256947,1.116834751,,20,,,,,,0.97710827,35.01,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,,0.333333333,,2019-07-19,,7024.180176,,,,,0.310123593,6.291999817,,,,120,146,,,0.612951027,15,5,13,1,0,0,,,,,,,,,,,,,,,,,
,Bike,,0.166666667,,2019-07-19,,4828.033494,,,,,0.166666667,8.046722489,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,
120': 30' WU + 4 x Aerobic Repeats,Bike,"After a 30' WU, we settle into an aerobic (ok...it's kinda boring) session but the key here is to maintain your nutrition and hydration so you can keep clicking off the duration while still pushing the watts because there is no ""rest"" after each 30' aerobic effort. If you ride outside, please do a 2.5 hour ride @ 70-75% FTP. . 30' WU . Repeat 4 times... 15' AeT (70% FTP) 10' High AeT (75% FTP) 5' Tempo (80% FTP)",2,,2019-07-20,,72680.92188,216,325,1774.877,,2.281726599,8.847999573,,85,,0,0,,,0.731895443,111.7,,,,,,,,,,,15,81,38,2,0,0,,,,,,
120': 30' WU + 4 x Aerobic Repeats,Bike,"After a 30' WU, we settle into an aerobic (ok...it's kinda boring) session but the key here is to maintain your nutrition and hydration so you can keep clicking off the duration while still pushing the watts because there is no ""rest"" after each 30' aerobic effort. If you ride outside, please do a 2.5 hour ride @ 70-75% FTP. . 30' WU . Repeat 4 times... 15' AeT (70% FTP) 10' High AeT (75% FTP) 5' Tempo (80% FTP)",2,,2019-07-21,,68448.78906,200,287,1447.735,,2.004166603,9.487000465,,90,,0,0,,,0.674132899,90.61,,,,,,,,,,,3,108,9,0,0,0,,,,,,
Lap Swimming,Swim,Easy recovery swim,0.25,,2019-07-22,,914.3995972,,,,,0.224108334,1.132665341,,21,,,,,,0.991583495,21.85,,,,,,,,,,,,,,,,,,,,,,
60': Unstructured 65-70% FTP or Structured Active Recovery Ride,Bike,"Unstructured Active Recovery ride. Please keep it 65-70% FTP. You can be outside or inside. If you git a climb, try to not go above tempo (80-85%) FTP and keep those inclines to 2' or less. . You can also do this easier trainer ride if you need some structure.",1,,2019-07-23,,33298.76953,198,318,722.263,,1.01111114,9.147999763,,90,,0,0,,,0.676087668,45.89,,,,,,,,,,,9,44,8,0,0,0,,,,,,
2400yds: 3 x (200 Pull + 4 x 50 Low Rest + 100 Easy),Swim,"It's time to ROCK! This is going to be a nice mix of strength and aerobic endurance. Don't be fooled by the low duration, your lats should feel it. You can use pull buoy and paddles for the 'pull' sections. . 200 Free :45 200 Pull :45 . 4 x 50 Free Build :20 200 Free...STRONG but not all out (Capture Time...this is your ""pace"") :30 100 Easy 1:00 . 200 Pull @ Pace :30 4 x 50 @ Pace - 2 seconds :10 100 Easy 1:00 . 200 Pull @ Pace - 2 seconds :30 4 x 50 @ Pace - 3 seconds :10 100 Easy 1:00 . 200 Pull @ Pace - 5 seconds :30 4 x 50 @ Pace - 3 seconds :10 100 Easy 1:00",0.5,,2019-07-24,,2011.678955,,,,,0.457815836,1.219930586,,24,,,,,,1.067871833,55.75,,,,,,,,,,,,,,,,,,,,,,
First Run Back,Run,First run back!,0.5,,2019-07-25,,5696.810059,,,,,0.485787809,3.256999969,,76,,139,164,,,0.910309053,43.8,18,9,1,0,0,0,0,,,,,,,,,,,,,,,
64': Active Recovery with 8 x Spinups,Bike,Active Recovery,1.066666667,,2019-07-26,,35673.53125,197,333,776.678,,1.091469169,9.078000069,,92,,0,0,,,0.678945184,50.13,,,,,,,,,,,12,44,9,0,0,0,,,,,,
Lap Swimming,Swim,,0.25,,2019-07-26,,914.4996948,,,,,0.217885279,1.165058297,,22,,,,,,1.020015908,23.12,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,,1.75,,2019-07-27,,47492.58984,168,537,1060.593,,1.75961566,7.497000217,,86,,,,,,0.665856846,77.66,,,,,,,,,,,53,34,9,4,2,3,,,,,,
Cycling,Bike,,1,,2019-07-28,,22538.17969,182,643,669.409,,1.020685077,6.133999825,,80,,,,,,0.728160474,53.49,,,,,,,,,,,23,19,9,5,3,2,,,,,,
Zwift - New Workout,Bike,,1.75,,2019-07-28,,56821.28125,218,390,1369.208,,1.738335252,9.079000473,,93,,0,0,,,0.74000001,90.89,,,,,,,,,,,6,68,25,5,1,0,,,,,,
Cycling,Bike,Ride with Kur,1,,2019-07-29,,30128.00977,159,705,628.79,,1.096663833,7.631000042,,84,,,,,,0.665665054,48.61,,,,,,,,,,,34,17,6,4,2,3,,,,,,
2600yds: 4x125 + 3x200 Pull Desc,Swim,"Take the warm-up easy and stretch it out. Use the 125s as a good cardio set and make sure that final 25 is using another gear. Use fins on the 8x50 if you have them. Really work that final 200 pull. . WU 300 Free :45 3 x 100 (2nd 25 = DPS) :20 4 x 50 (odd build, even easy) :20 4 x 25 (odd FAST!, even easy) :10 100 Smooth . 4 x 125 (last 25 build) :20 . 8 x 50 (odd kick/drill, even choice) :10 . 3 x 200 Pull Descending . 100 CD",0.5,,2019-07-30,,2103.119141,,,,,0.508941947,1.14733008,,22,,,,,,1.004261696,51.55,,,,,,,,,,,,,,,,,,,,,,
Bennett Pickup,Bike,Active Recovery,1.066666667,,2019-07-31,,23370.99023,203,718,711.149,,0.974211991,6.664000034,,82,,,,,,0.787200034,60.46,,,,,,,,,,,17,15,15,6,3,3,,,,,,
Cycling,Bike,,1,,2019-08-01,,26631.56055,221,556,824.906,,1.038289428,7.125,,83,,,,,,0.843974306,73.63,,,,,,,,,,,16,16,11,8,7,5,,,,,,
"2600yds: 5x100 @ pace + 500 timed, 4x100 @ pace + 400 timed",Swim,"Short warm-up to set-up 100s @ pace and long pull @ pace . Warmup... 300 Easy Free :45 200 Pull :30 100 build....capture your time! This is your ""pace"" for the workout :30 . MAIN SET: 5 x 100 @ pace + 3 seconds :10 500 Free or Pull. Target time should be 5 x (pace+5 seconds) 100 easy 1:00 . 4 x 100 @ pace + 2 seconds :10 400 Free or Pull. Target time should be 4 x (pace+4 seconds) 100 CD",0.5,,2019-08-02,,2194.802002,,,,,0.527625837,1.15499421,,23,,,,,,1.010928786,54.51,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,,1.5,,2019-08-02,,29155.15039,,,,,1.543616176,5.247000217,,,,130,162,,,0.609116873,64.14,12,59,21,0,0,,,,,,,,,,,,,,,,,
Weekend Ride,Bike,,1,,2019-08-03,,31652.76953,211,366,710.966,,0.93562752,9.397000313,,88,,0,0,,,0.715220673,47.35,,,,,,,,,,,34,26,21,0,0,0,,,,,,
Cycling,Bike,,2,,2019-08-04,,64637.14844,209,615,1541.44,,2.047743082,8.767999649,,86,,,,,,0.824664943,139,,,,,,,,,,,36,26,24,19,12,7,,,,,,
Lap Swimming,Swim,,0.416666667,,2019-08-05,,1554.479248,,,,,0.37735639,1.143467764,,22,,,,,,1.0011162,37.86,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,,1,,2019-08-06,,32346.06055,229,642,785.554,,0.95162946,9.442000389,,86,,,,,,0.82963589,64.19,,,,,,,,,,,9,10,21,14,3,1,,,,,,
Cycling,Bike,Bennett Pickup,1,,2019-08-08,,23395.33008,,,,,1.027274728,6.326000214,,,,131,169,,,0.638274196,46.39,12,30,17,2,0,,,,,,,,,,,,,,,,,
180': 3 x 1 hour sections,Bike,Please divide this ride into 3 x 1 hour sections... . 60' @ 65-75% FTP 60' @ 80-85% FTP 30' @ 65-75% FTP 30' @ 80-85% FTP . The last 30' should feel tough! Don't forget to use nutrition and hydration strategies!!!,2.75,,2019-08-09,,82743.77344,195,495,1835.557,,2.617315531,8.781999588,,86,,,,,,0.716629356,134.07,,,,,,,,,,,41,46,45,17,5,3,,,,,,
Lap Swimming,Swim,"300 Free :45 3 x 100 (2nd 25 = DPS) :20 4 x 50 (odd build, even easy) :20 4 x 25 (odd FAST!, even easy) :10 100 Smooth . 4 x 125 (last 25 build) :20 . 8 x 50 (odd kick/drill, even choice) :10 . 3 x 200 Pull Descending . 100 CD",0.5,,2019-08-10,,2194.55957,,,,,0.511154447,1.192044977,,25,,,,,,1.043389592,58.06,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,Wakefield MTB,1.166666667,,2019-08-10,,25067.34961,,,,,1.168946385,5.956999779,,,,118,156,,,0.599448683,46.71,26,43,1,0,0,,,,,,,,,,,,,,,,,
60': Aerobic / Active Recovery with 3 x (10' AeT + 2' Tempo),Bike,,1,,2019-08-12,,31544.91016,207,385,691.02,,0.925000012,9.472000122,,88,,0,0,,,0.696449117,44.53,,,,,,,,,,,6,40,10,0,0,0,,,,,,
2500yds: Pace 100s+50s & strong 500,Swim,"We are going to do some pace work with light rest and then a strong 500. It will require you to ensure that you don't go out to fast and control your intensity. Make sure you focus on your stroke during that 500! . WU 300 Free :45 300 Pull (paddles) 1:00 100 Smooth (use this to set your ""pace)"" 1:00 . Start at pace and drop the pace during the last two 100s 6 x 100 @ Pace :15 1:00 rest . Do the 50s @ the final pace of the 6 x 100s BUT  6 x 50s (3 OWS strokes during the 2nd 25) :15 . 100 Easy 1:00 . Please take first 250 out smooth and try to even split the 500 so pick up the stroke rate! Your end goal pace should be similar or slightly faster than the original ""pace"" 500 Pull (paddles) 1:00 . 4 x 25 Easy :15 2 x 50 Slightly quicker than 25s :15 100 Smooth with the best stroke",0.5,,2019-08-13,,2103.119141,,,,,0.496189725,1.176873008,,24,,,,,,1.030071517,54.23,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,,1,,2019-08-14,,29243.48,178,609,714.437,,1.109444444,7.321852779,,84,,,,,,0.692505275,48.01,,,,,,,,,,,21,27,13,3,1,1,,,,,,
60': Aerobic ride with 10 x 1' efforts,Bike,Aerobic ride BUT we are going to do some short efforts to keep things lively and build fitness. . 10' WU . Repeat 5 times.. 1' Tempo 4' High AeT . Repeat 5 times... 1' LT 4' High AeT,1,,2019-08-15,,34825.62891,207,357,808.677,,1.085205555,8.913999557,,88,,0,0,,,0.730983669,53.8,,,,,,,,,,,5,41,18,1,0,0,,,,,,
Lap Swimming,Swim,TBD,0.5,,2019-08-15,,1920.239014,,,,,0.483189726,1.103415689,,22,,,,,,0.965803705,43.53,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,,2.5,,2019-08-16,,87018.0625,216,618,2091.968,,2.697907448,8.958999634,,88,,,,,,0.777990383,163.51,,,,,,,,,,,32,38,55,24,8,4,,,,,,
Cycling,Bike,,1.25,,2019-08-17,,23086.34961,,,,,1.094291925,5.860000134,,,,120,155,,,0.601686737,43.98,22,41,3,0,0,,,,,,,,,,,,,,,,,
,Day Off,Rest,,,2019-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwift - Lumpy Course Efforts,Bike,Please select the Watopia world in Zwift and ride the Road to Ruins course (https://zwiftinsider.com/road-to-ruins/). let's break this ride into 5 sections.... .,1,,2019-08-19,,34944.39063,247,443,899.17,,1.007222176,9.637000084,,89,,0,0,,,0.89186228,79.61,,,,,,,,,,,3,20,23,6,3,4,,,,,,
Lap Swimming,Swim,"This pace changer swim workout blends steady, technique-focused swimming with shorter, sharper intervals that are designed to get you working harder while concentrating on one or two aspects of your stroke mechanics. Use the first 500 as a gentle warm-up swim, where you gradually build effort from low to moderate (no more than 5-6/10 RPE, rate of perceived exertion). The 4 x 125 should see an increase in effort (7/10 RPE) while also focusing on one part of your stroke you know needs special attention. This could be arm turnover (cadence), head position, kick or breathing. The key here is not to neglect technique once intensity moves up a notch. Stay present! Warm-up 500 easy choice swim, 4 x 125 increased effort (7/10 RPE) Main Set 400 pull with buoy, 4 x 100 freestyle swim (7-8/10 RPE) on an interval that gives 10 seconds rest 300 paddles, 4 x 75 freestyle swim (8/10 RPE) on an interval that gives 5-10 seconds rest 200 paddles and buoy, 4 x 50 freestyle swim (8-9/10 RPE) with the first 15 yards/meters fast/max effort, on an interval that gives 5 seconds rest. Cooldown 100 choice, 4 x 25 easy swim: include some backstroke in here.",0.25,,2019-08-20,,1097.279541,,,,,0.26394278,1.153882072,,23,,,,,,1.010319566,27.22,,,,,,,,,,,,,,,,,,,,,,
,Bike,"Long warm-up with a strong 15 minutes toward the end, which will be the hardest part of the entire workout! After that, we shut it down and working on building our base. #boring! Don't worry, I toss in a little spice ;) Keep the cadence between 80-90 rpm. . 30' Warm-up...push the last 15'! . Repeat 3 times: 10' @ High AeT (IM Watts) 1' @ LT (Short hard effort) 4' Easy",0.75,,2019-08-20,,27509.46094,225,342,629.996,,0.775833309,9.848999977,,94,,0,0,,,0.768738452,45.45,,,,,,,,,,,1,25,18,3,0,0,,,,,,
Aerobic zwift,Bike,"Long warm-up with a strong 15 minutes toward the end, which will be the hardest part of the entire workout! After that, we shut it down and working on building our base. #boring! Don't worry, I toss in a little spice ;) Keep the cadence between 80-90 rpm. . 30' Warm-up...push the last 15'! . Repeat 3 times: 10' @ High AeT (IM Watts) 1' @ LT (Short hard effort) 4' Easy",1.25,,2019-08-21,,43627.26953,213,384,969.088,,1.258333325,9.630000114,,91,,0,0,,,0.730992093,66.72,,,,,,,,,,,4,51,19,2,1,0,,,,,,
Cycling,Bike,Ride outside,1,,2019-08-22,,21693.89063,193,890,641.352,,0.922553062,6.532000065,,85,,,,,,0.794884957,57.6,,,,,,,,,,,20,18,8,4,2,3,,,,,,
,Bike,"Long warm-up with a strong 15 minutes toward the end, which will be the hardest part of the first 90' After that, we shut it down and working on building our base. #boring! Don't worry, I toss in a little spice. The last three sets though will kick your butt. In a nut shell, we lull you to sleep and drain your legs before the fireworks hit during the last hour. You've been warned! Please keep the cadence between 80-90 rpm. . 30' Warm-up...push the last 15'! . Repeat 3 times: 14' High AeT (72% FTP / IM Watts) 2' LT (100% FTP / Short hard effort) 4' Easy (55% FTP)  . Repeat 3 times: 5' low tempo (80% FTP / 70.3 RPE) 5' tempo (85% FTP / 70.3 RPE) 5' high tempo (90% FTP / above 70.3 RPE) 5' Easy (55% FTP)",0.333333333,,2019-08-23,,9656.066987,213,283,240.534,,0.314523906,8.527939475,,85,,,,,,0.697529187,14.94,,,,,,,,,,,0,12,6,0,0,0,,,,,,
Zwift - Bunch of 20' efforts at 70.3 RPE,Bike,"Long warm-up with a strong 15 minutes toward the end, which will be the hardest part of the first 90' After that, we shut it down and working on building our base. #boring! Don't worry, I toss in a little spice. The last three sets though will kick your butt. In a nut shell, we lull you to sleep and drain your legs before the fireworks hit during the last hour. You've been warned! Please keep the cadence between 80-90 rpm. . 30' Warm-up...push the last 15'! . Repeat 3 times: 14' High AeT (72% FTP / IM Watts) 2' LT (100% FTP / Short hard effort) 4' Easy (55% FTP)  . Repeat 3 times: 5' low tempo (80% FTP / 70.3 RPE) 5' tempo (85% FTP / 70.3 RPE) 5' high tempo (90% FTP / above 70.3 RPE) 5' Easy (55% FTP)",2.25,,2019-08-23,,71504.25781,218,349,1713.598,,2.179377556,9.112999916,,88,,0,0,,,0.742176594,112.6,,,,,,,,,,,10,69,52,1,0,0,,,,,,
Lap Swimming,Swim,,0.5,,2019-08-24,,2103.119141,,,,,0.499978336,1.167849984,,24,,,,,,1.022266098,53.41,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,Aerobic MTB,1.5,,2019-08-25,,48571.55078,260,708,1322.161,,1.417796612,9.515999794,,92,,,,,,0.927516062,120.52,,,,,,,,,,,12,8,17,27,15,7,,,,,,
Cycling,Bike,,1,,2019-08-26,,34574.94922,252,574,910.899,,1.004723907,9.559000015,,89,,,,,,0.900719871,79.78,,,,,,,,,,,6,7,20,18,6,2,,,,,,
Lap Swimming,Swim,"This pace changer swim workout blends steady, technique-focused swimming with shorter, sharper intervals that are designed to get you working harder while concentrating on one or two aspects of your stroke mechanics. Use the first 500 as a gentle warm-up swim, where you gradually build effort from low to moderate (no more than 5-6/10 RPE, rate of perceived exertion). The 4 x 125 should see an increase in effort (7/10 RPE) while also focusing on one part of your stroke you know needs special attention. This could be arm turnover (cadence), head position, kick or breathing. The key here is not to neglect technique once intensity moves up a notch. Stay present! Warm-up 500 easy choice swim, 4 x 125 increased effort (7/10 RPE) Main Set 400 pull with buoy, 4 x 100 freestyle swim (7-8/10 RPE) on an interval that gives 10 seconds rest 300 paddles, 4 x 75 freestyle swim (8/10 RPE) on an interval that gives 5-10 seconds rest 200 paddles and buoy, 4 x 50 freestyle swim (8-9/10 RPE) with the first 15 yards/meters fast/max effort, on an interval that gives 5 seconds rest. Cooldown 100 choice, 4 x 25 easy swim: include some backstroke in here.",0.5,,2019-08-27,,2103.119141,,,,,0.508467504,1.14843337,,25,,,,,,1.005198758,51.64,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,,1,,2019-08-28,,32366.08008,234,530,788.114,,0.935681939,9.609000206,,87,,,,,,0.837543391,64.82,,,,,,,,,,,7,11,21,13,3,0,,,,,,
,Swim,Recovery swim,0.25,,2019-08-29,,914.3999986,,,,,0.233333333,1.088571427,,,,,,,,0.952380952,20.16,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,,3,,2019-08-30,,90473.0625,247,639,2369.089,,2.661143303,9.444000244,,86,,,,,,0.892488246,210.53,,,,,,,,,,,21,20,47,53,14,5,,,,,,
,Bike,,1,,2019-08-31,,28968.20096,,,,,1.033333333,7.787150796,,,,,,,,0.75,55,,,,,,,,,,,,,,,,,,,,,,
,Day Off,Rest,,,2019-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,,1.166666667,,2019-09-02,,38664.19922,252,763,1024.804,,1.129275322,9.51099968,,88,,,,,,0.928426995,96.63,,,,,,,,,,,11,8,15,18,10,6,,,,,,
